Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
02/11/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,0.79,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
02/12/23 12:00,0.85,0.8,0.26,0.28000000000000003,0.63,0.34,0.59,0.32,0.33,0.33,0.12,0.27,0.31,0.37,0.56000000000000005,0.34,0.33,0.23,0.46,0.31,0.35,0.75,0.7,0.73,0.67,0.98,0.36,0.21,0.46,0.25,0.36,0.59,0.27,0.63,0.73,0.49,0.62,0.1,0.5,0.5,0.53,0.52,0.1,1.72,0.52,1.54,1.23,0.59,0.79,0.47,0.25,0.1,0.1,0.54,1.56,0.63,0.1,0.1,0.1
02/13/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,0.1,0.45,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/14/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,,0.1,0.1,0.1,0.45,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/15/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,0.1,0.45,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/16/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,,,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/17/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,0.1,,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/18/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,0.1,0.45,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/19/23 12:00,0.45,0.5,0.13,0.1,0.26,0.1,0.32,0.1,0.1,0.25,0.04,0.2,0.27,0.24,0.24,0.1,0.1,0.1,0.48,0.1,0.2,0.42,0.56999999999999995,0.28999999999999998,0.24,0.61,0.21,0.1,0.32,0.1,0.1,0.1,0.1,,0.39,0.35,0.33,0.1,0.5,0.41,0.4,0.1,0.4,0.78,0.1,0.4,0.37,0.22,0.27,0.23,0.1,0.1,0.08,0.39,0.57999999999999996,0.41,0.1,0.1,0.1
02/20/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,0.1,,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,,0.25,0.1,0.1,0.1
02/21/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,,0.26,0.21,,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,,0.25,0.1,0.1,0.1
02/22/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,0.1,0.26,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,0.28000000000000003,0.25,0.1,0.1,0.1
02/23/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,,0.26,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,0.28000000000000003,0.25,0.1,0.1,0.1
02/24/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,,0.26,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,0.28000000000000003,0.25,0.1,0.1,0.1
02/25/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,0.1,0.26,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,0.28000000000000003,0.25,0.1,0.1,0.1
02/26/23 12:00,0.44,0.38,0.09,0.27,0.22,0.22,0.67,0.1,0.1,0.1,0.03,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.31,0.1,0.1,0.1,0.34,0.23,0.1,0.39,0.1,0.1,0.1,0.1,0.34,0.33,0.1,0.26,0.21,0.31,0.1,0.1,0.4,0.31,0.21,0.1,0.1,0.57999999999999996,0.1,0.41,0.1,0.1,0.39,0.1,0.1,0.1,0.06,0.1,0.28000000000000003,0.25,0.1,0.1,0.1
02/27/23 12:00,0.81,0.5,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,,0.35,0.1,0.1,0.1
02/28/23 12:00,0.81,,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,,0.35,0.1,0.1,0.1
03/01/23 12:00,0.81,,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,0.38,0.35,0.1,0.1,0.1
03/02/23 12:00,0.81,0.5,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,0.38,0.35,0.1,0.1,0.1
03/03/23 12:00,0.81,0.5,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,0.38,0.35,0.1,0.1,0.1
03/04/23 12:00,0.81,0.5,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,1.19,11.57,0.4,0.21,0.1,0.04,0.38,0.38,0.35,0.1,0.1,0.1
03/05/23 12:00,0.81,0.5,0.19,0.3,0.74,0.26,0.32,0.22,0.1,0.32,0.03,0.1,0.21,0.44,0.8,0.28000000000000003,0.23,0.37,0.83,0.62,0.1,0.36,0.64,0.42,0.44,0.57999999999999996,0.45,0.1,0.36,0.1,0.24,1.1000000000000001,0.1,0.26,0.79,0.51,0.66,,0.4,0.38,0.46,0.38,2.4500000000000002,0.82,0.54,0.1,0.56000000000000005,,11.57,0.4,0.21,0.1,0.04,0.38,0.38,0.35,0.1,0.1,0.1
03/06/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/07/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/08/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/09/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/10/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/11/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,0.05,1.27,0.24,0.1,0.1,0.1,0.1
03/12/23 12:00,0.1,0.52,0.06,0.21,0.1,0.1,0.1,0.27,0.1,0.21,0.05,0.1,0.1,0.26,0.42,0.21,0.1,0.3,0.27,0.23,0.25,0.1,0.1,0.1,0.1,0.32,0.21,0.1,0.22,0.1,0.1,0.1,0.1,0.3,0.1,0.28999999999999998,0.1,0.1,0.4,0.31,0.63,0.1,0.76,4.5599999999999996,0.15,0.52,0.1,0.1,0.1,0.1,0.1,0.1,,1.27,0.24,0.1,0.1,0.1,0.1
03/13/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,,0.77,0.37,0.41,0.1,0.1,0.24
03/14/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,0.37,0.41,0.1,0.1,0.24
03/15/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,0.37,0.41,0.1,0.1,0.24
03/16/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,,0.41,0.1,0.1,0.24
03/17/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,,0.41,0.1,0.1,0.24
03/18/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,0.37,0.41,0.1,0.1,0.24
03/19/23 12:00,0.24,0.45,0.13,0.1,0.25,0.1,0.33,0.45,0.24,0.37,0.08,0.1,0.1,0.37,0.68,0.28999999999999998,0.2,0.87,0.41,0.25,0.5,0.43,0.39,0.57999999999999996,0.1,0.64,0.38,0.24,0.3,0.28999999999999998,0.1,0.1,0.1,0.36,0.26,0.25,0.23,0.22,0.3,0.28999999999999998,0.42,0.23,1.06,1.06,0.18,0.46,0.39,0.38,0.64,0.21,0.25,0.1,0.08,0.77,0.37,0.41,0.1,0.1,0.24
03/20/23 12:00,0.21,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/21/23 12:00,,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/22/23 12:00,,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/23/23 12:00,0.21,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/24/23 12:00,0.21,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/25/23 12:00,0.21,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/26/23 12:00,0.21,0.82,7.0000000000000007E-2,0.1,0.28000000000000003,0.1,0.22,0.1,0.1,0.25,0.06,0.23,0.26,,0.36,0.36,0.1,0.1,0.67,0.1,0.1,0.1,0.28000000000000003,0.26,0.1,0.36,0.36,0.1,0.32,0.28000000000000003,0.1,0.1,0.1,0.39,0.39,0.54,0.36,0.1,0.2,0.41,0.44,0.1,0.77,0.46,0.19,0.35,0.1,0.1,0.27,0.1,0.22,0.1,0.09,0.34,0.96,0.21,0.1,0.1,0.1
03/27/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,0.1,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
03/28/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,0.1,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
03/29/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
03/30/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,0.1,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
03/31/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
04/01/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,0.1,,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
04/02/23 12:00,0.1,0.56999999999999995,7.0000000000000007E-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,,0.37,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.24,0.32,0.1,0.47,0.21,0.22,0.1,0.1,0.1,0.1,0.1,0.24,0.26,0.23,0.1,0.1,0.1,0.1,0.21,0.1,0.1,1.26,0.1,0.66,0.1,0.1,,0.1,0.1,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.1
04/03/23 12:00,0.46,0.32,0.13,0.28999999999999998,0.28999999999999998,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,0.1,0.22,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.32,0.25,0.23,0.57999999999999996,0.2,0.1,0.1,0.1,0.33,0.1,0.1,0.1,0.31,0.28000000000000003,0.25,0.1,0.1,0.1,0.1,0.36,0.1,1.1100000000000001,0.37,1.1200000000000001,0.49,0.44,2.09,0.1,0.1,0.1,0.1,0.1,0.38,0.1,0.1,0.1,0.1
04/04/23 12:00,0.46,0.32,0.13,0.28999999999999998,0.28999999999999998,0.1,0.1,0.1,0.1,0.1,0.04,0.1,0.1,0.1,0.22,0.1,0.1,0.1,0.1,0.1,0.1,0.23,0.32,0.25,0.23,0.57999999999999996,0.2,0.1,0.1,0.1,0.33,0.1,0.1,0.1,0.31,0.28000000000000003,0.25,0.1,0.1,0.1,0.1,0.36,0.1,1.1100000000000001,0.37,1.1200000000000001,0.49,0.44,2.09,0.1,0.1,0.1,0.1,0.1,0.38,0.1,0.1,0.1,0.1
