Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
03/30/23 05:00,0.27,,0.49,,,,,0.06,0.7,7.0000000000000007E-2,3.19,0.91,0.09,0.36499999999999999,,,,0.35499999999999998,0.25,0.64,,0.91,0.32,,,1.62,0.18,0.45500000000000002,0.08
03/30/23 06:00,,,,,,,0.73,0.04,0.7,7.0000000000000007E-2,3.355,1.05,0.09,0.39,,,,0.35499999999999998,0.27,0.72,,,0.26500000000000001,,0.2,1.8049999999999999,0.28000000000000003,0.95,7.0000000000000007E-2
03/30/23 07:00,,0.72,,,,,,0.05,0.8,7.0000000000000007E-2,3.42,1.05,0.11,0.435,,,,0.375,0.34,0.75,0.2,0.46,0.28999999999999998,,0.11,1.7250000000000001,0.215,0.53500000000000003,0.06
03/30/23 08:00,,0.13,,,,,,0.05,1.105,0.06,3.4,1.1200000000000001,0.17,0.495,,0.59,,0.37,0.55500000000000005,0.77,7.0000000000000007E-2,,0.27,,0.38500000000000001,1.83,0.19500000000000001,0.53500000000000003,7.0000000000000007E-2
03/30/23 09:00,,,0.3,,,,,0.05,0.8,0.06,3.32,0.95499999999999996,0.57999999999999996,0.52500000000000002,0.15,,,0.32,1.89,0.80500000000000005,7.0000000000000007E-2,,0.6,,0.91,1.83,0.20499999999999999,0.68,7.0000000000000007E-2
03/30/23 10:00,0.23,,,,,,,0.05,0.8,0.06,3.08,0.88,0.59,0.57999999999999996,,,,0.375,1.855,0.82499999999999996,7.0000000000000007E-2,,,,0.65,1.64,0.12,1.3,7.0000000000000007E-2
03/30/23 11:00,,,,,0.53,,,0.06,0.7,0.09,3.2250000000000001,1.01,0.5,1.19,7.0000000000000007E-2,,,0.38,1.59,0.97499999999999998,0.08,0.41,,,1.0900000000000001,1.97,0.21,0.505,0.05
03/30/23 12:00,,,0.28000000000000003,,,,,7.0000000000000007E-2,1.2,0.08,3.16,1.01,0.28999999999999998,0.60499999999999998,7.0000000000000007E-2,0.54,,0.36499999999999999,0.80500000000000005,0.83,0.09,,0.26,,0.43,1.885,0.155,0.62,0.05
03/30/23 01:00,,,,,,,,,1,,,,0.13,,,0.56000000000000005,,,0.36,,,0.96,,,0.53,,,0.52,
03/30/23 02:00,,,,,,,,7.0000000000000007E-2,0.8,0.09,3.24,1.2050000000000001,0.26,0.33500000000000002,,,,,0.73,0.61,0.17499999999999999,,,,0.09,1.5349999999999999,0.19500000000000001,0.5,
03/30/23 03:00,,,0.3,,0.42,,,7.3999999999999996E-2,1.3,0.08,2.99,1.1499999999999999,0.12,0.46,7.0000000000000007E-2,,,,0.30499999999999999,0.625,0.09,,0.93,,0.17499999999999999,1.5549999999999999,0.12,0.56000000000000005,0.08
03/30/23 04:00,,,,,,,,0.06,1.2,0.09,3.09,1.04,0.315,0.51500000000000001,0.06,,,0.28000000000000003,0.86,0.76,0.105,,,,0.28999999999999998,1.665,0.17499999999999999,0.69,7.0000000000000007E-2
03/30/23 05:00,,,0.89,,,,0.68,7.0000000000000007E-2,0.8,0.1,3.08,1.2,0.22,0.49,0.06,,,0.32500000000000001,0.60499999999999998,0.72,0.11,,0.41,,0.185,1.51,0.32,0.6,0.08
03/30/23 06:00,0.23,,,,,,,7.0000000000000007E-2,0.8,0.105,3.26,1.31,0.52,0.76,7.0000000000000007E-2,0.31,,0.375,1.575,0.8,0.09,0.4,,,0.57999999999999996,1.7050000000000001,0.26500000000000001,0.65500000000000003,0.09
03/30/23 07:00,,0.3,,,0.35,,,9.5000000000000001E-2,1,0.125,3.145,1.31,0.61,0.76500000000000001,0.08,,,0.34,1.9550000000000001,0.86,9.5000000000000001E-2,,,,0.755,1.7649999999999999,0.24,0.69,0.11
03/30/23 08:00,,,,0.84,,,,7.0000000000000007E-2,1.3,0.09,2.89,1.1000000000000001,0.67,0.33,,0.89,,0.33500000000000002,2.58,0.56000000000000005,0.14000000000000001,,,,0.59499999999999997,1.2150000000000001,0.16500000000000001,0.9,7.0000000000000007E-2
03/30/23 09:00,,,0.33,,,,0.4,0.12,0.7,7.0000000000000007E-2,2.38,0.64500000000000002,0.115,0.245,,,,0.34,0.375,0.31,,0.43,,,0.37,0.91500000000000004,9.5000000000000001E-2,0.435,0.09
03/30/23 10:00,,0.33,,,,,,,0.3,0.06,2.2749999999999999,0.46500000000000002,,0.115,,,,0.34,0.125,0.31,,,,,0.08,0.9,0.17499999999999999,0.2,7.0000000000000007E-2
03/30/23 11:00,,,0.39,,,,,,0.2,0.09,2.36,0.52500000000000002,,0.13,,,,0.36,0.13,0.37,0.62,,0.25,,,0.91,0.09,0.31,7.0000000000000007E-2
03/31/23 12:00,,,,,,0.09,0.76,,0.3,0.06,2.3250000000000002,0.53,,0.24,,,,0.35499999999999998,0.12,0.38,,,,,,0.90500000000000003,0.09,0.16500000000000001,0.08
03/31/23 01:00,,,,,,,,,0.2,0.06,2.3450000000000002,0.45500000000000002,,0.16,,,,0.35499999999999998,0.08,0.36,0.66,,,,,0.92500000000000004,0.09,0.505,7.0000000000000007E-2
03/31/23 02:00,,,0.47,,,,,,0.2,7.0000000000000007E-2,2.34,0.43,,0.13500000000000001,,,,0.37,0.08,0.34499999999999997,,,0.28999999999999998,,,0.99,0.09,0.13,0.09
03/31/23 03:00,,0.54,,1.1000000000000001,,,0.11,,0.2,7.0000000000000007E-2,2.34,0.435,,0.17,,,,0.35,0.08,0.42499999999999999,,,,,,0.77,,0.14000000000000001,0.09
03/31/23 04:00,,,,,,,,,0.6,7.0000000000000007E-2,2.39,0.435,,0.14000000000000001,,0.42,,0.34,0.08,0.43,,0.47,,,,0.93500000000000005,0.08,0.17,0.08
03/31/23 05:00,,,0.54,,,,,,0.2,,2.3650000000000002,0.45,,0.155,,,,0.37,0.1,0.46500000000000002,,,0.37,,,1.06,0.08,0.32,7.0000000000000007E-2
03/31/23 06:00,,,,,,,,0.21,0.2,7.0000000000000007E-2,2.4300000000000002,0.51,,0.17499999999999999,,,,0.39,0.1,0.48,,,,,,0.89500000000000002,0.1,0.18,0.09
03/31/23 07:00,0.28000000000000003,,,,,,0.43,,0.4,7.0000000000000007E-2,2.44,0.52,,0.23499999999999999,,,,0.37,0.12,0.47,,,0.39,,,1.165,0.12,0.17499999999999999,0.09
03/31/23 08:00,,,,,,,0.19,,0.2,7.0000000000000007E-2,2.395,0.505,,0.17,,,,0.36,0.155,0.44,0.05,,0.28999999999999998,,0.08,0.98,0.09,0.17,7.0000000000000007E-2
03/31/23 09:00,,,,,,,,,0.2,7.0000000000000007E-2,2.415,0.41,,0.13500000000000001,,,,0.36,0.14000000000000001,0.38,,0.66,,,0.1,0.97499999999999998,,0.37,0.09
03/31/23 10:00,,,0.17,,,,,,0.19500000000000001,7.0000000000000007E-2,2.34,0.38,,0.16500000000000001,,,,,,0.40500000000000003,,,,,,0.98499999999999999,7.0000000000000007E-2,0.125,0.09
03/31/23 11:00,,,0.09,,,,,0.17,0.2,0.06,2.4350000000000001,0.38,,0.17,,,,0.375,0.1,0.41,,,0.2,,,0.90500000000000003,0.06,0.13,7.0000000000000007E-2
03/31/23 12:00,,,,,,,,,0.2,7.0000000000000007E-2,2.355,0.33500000000000002,,0.14000000000000001,0.11,,,,0.08,0.33500000000000002,,,,,,0.93500000000000005,0.26,0.17499999999999999,0.09
03/31/23 01:00,,0.43,,,,,,,0.2,,2.3199999999999998,0.36,0.18,0.17,,,,0.41,0.42,0.31,,,,,,0.91,0.51,0.14000000000000001,0.08
03/31/23 02:00,,,,,,,0.48,,0.7,0.05,2.38,0.4,,0.11,,0.49,,,0.12,0.41,0.36,,,,,1.05,,0.13,0.09
03/31/23 03:00,,,,,,,0.42,,0.3,7.0000000000000007E-2,2.3650000000000002,0.46,,0.1,,,,,0.1,0.32500000000000001,0.17,0.57999999999999996,,,,0.95,0.26,0.25,0.09
03/31/23 04:00,,,,,,,1.43,,0.2,7.0000000000000007E-2,2.3149999999999999,0.435,,0.13,,,,,,0.26,7.0000000000000007E-2,0.71,,,,0.97,0.14000000000000001,0.33500000000000002,0.08
03/31/23 05:00,,,,,,,0.72,,0.2,7.0000000000000007E-2,2.3149999999999999,0.51,,0.115,,,,0.38,,0.28999999999999998,,0.86,,,,0.95499999999999996,0.09,0.3,0.11
03/31/23 06:00,0.1,,,,,,0.9,0.09,0.2,0.18,2.4449999999999998,0.58499999999999996,,0.36499999999999999,,,,,,0.56000000000000005,0.25,0.27,,,,1.03,0.21,0.375,7.0000000000000007E-2
03/31/23 07:00,0.08,,,,,,0.13,,0.2,0.09,2.4350000000000001,0.57499999999999996,,0.14000000000000001,,,,0.4,0.09,0.35499999999999998,,0.51,,,,0.89,0.14499999999999999,0.23,0.08
03/31/23 08:00,0.1,,,,,,0.11,0.05,0.4,7.0000000000000007E-2,2.4550000000000001,0.67500000000000004,,0.17499999999999999,,,,,0.14000000000000001,0.42,,0.3,,,,0.745,0.17499999999999999,0.5,0.09
03/31/23 09:00,,,,,,0.41,,0.04,0.5,0.1,2.5150000000000001,0.59499999999999997,,0.16500000000000001,,,,,0.23,0.38500000000000001,,0.39,,,0.1,1.03,0.115,0.26500000000000001,0.14000000000000001
03/31/23 10:00,,,,,0.92,,0.49,0.14000000000000001,0.4,0.08,2.4500000000000002,0.45500000000000002,,0.17,,,,,0.17,0.42499999999999999,0.17,0.41,,,0.11,1.145,0.105,0.43,0.13500000000000001
03/31/23 11:00,,,,,,,,,0.5,,,,0.11,,,0.74,,,0.13,,,,,,,,,0.4,
04/01/23 12:00,0.41,,,,,,,,0.5,0.09,2.5499999999999998,0.62,0.14000000000000001,0.12,,0.35,,0.39,0.17,0.42,,,,,,1.18,0.16,0.32,0.1
04/01/23 01:00,0.37,,,,,,0.08,,0.8,7.4999999999999997E-2,2.57,0.57999999999999996,,0.13500000000000001,,0.47,0.14000000000000001,,0.14000000000000001,0.41,,,,,,0.87,0.16,0.64,0.115
04/01/23 02:00,0.35,,,,,,,,0.6,7.0000000000000007E-2,2.4849999999999999,0.40500000000000003,,0.46,,0.41,0.17,0.39,0.1,0.47499999999999998,,,,,,0.92,,0.23,0.08
04/01/23 03:00,0.23,,,,,,,,0.4,0.09,2.52,0.32,0.27,0.43,,0.4,,0.42,0.45,0.65500000000000003,0.06,,,,0.14000000000000001,1.595,,0.24,7.4999999999999997E-2
04/01/23 04:00,0.62,,,,,0.74,,,0.5,6.5000000000000002E-2,2.415,0.33500000000000002,,0.215,,0.6,0.24,0.4,0.21,0.505,,,,,0.1,1.48,0.06,0.17,8.5000000000000006E-2
04/01/23 05:00,0.13,,,,,,0.92,0.1,0.2,9.5000000000000001E-2,2.4249999999999998,0.38500000000000001,0.09,0.23,,,0.16,0.4,0.19,0.47499999999999998,7.0000000000000007E-2,0.49,0.52,,0.12,1.1950000000000001,7.0000000000000007E-2,0.38,0.11
04/01/23 06:00,,,,,,,0.77,,0.3,0.08,2.5099999999999998,0.47,,0.21,,,,0.4,0.12,0.44,,0.54,,,0.1,1.0149999999999999,0.09,0.41,0.06
04/01/23 07:00,,,,,,,1,0.08,0.4,0.08,2.6349999999999998,0.57499999999999996,,0.34,,,0.2,0.37,0.1,0.47,,,,,,1.3,0.06,0.45,7.4999999999999997E-2
04/01/23 08:00,,,0.43,,,,1.67,4.4999999999999998E-2,0.5,0.08,2.8250000000000002,0.61,,0.33,,,0.18,,0.13,0.51,,,0.35,,,1.395,,0.6,7.0000000000000007E-2
04/01/23 09:00,,,0.4,,,,,0.05,0.5,7.0000000000000007E-2,2.625,0.5,,0.39,,,0.18,0.28999999999999998,0.08,0.505,0.18,,0.24,,,1.29,,0.22,5.5E-2
04/01/23 10:00,,,,,,,,0.04,0.6,6.5000000000000002E-2,2.7850000000000001,0.625,,0.41499999999999998,,,0.2,0.4,0.12,0.56999999999999995,,,,,,1.35,0.09,0.28999999999999998,0.08
04/01/23 11:00,,,,,,,,4.4999999999999998E-2,0.6,6.5000000000000002E-2,2.94,0.72499999999999998,,0.45500000000000002,,0.36,,0.38,0.21,0.64500000000000002,0.08,,,,0.09,1.4650000000000001,0.115,0.33,7.0000000000000007E-2
04/01/23 12:00,,,,,,,,5.5E-2,0.9,0.08,3.0249999999999999,0.95,,0.41,,,,,0.16,0.76500000000000001,0.155,0.46,,,0.28999999999999998,1.575,0.15,0.87,
04/01/23 01:00,,,0.72,,,,,0.115,0.7,7.0000000000000007E-2,3.0150000000000001,0.755,,0.55000000000000004,,,,0.4,0.13,,0.2,,0.53,,,1.93,0.125,0.36,6.5000000000000002E-2
04/01/23 02:00,,0.84,,,,0.43,,5.5E-2,0.7,0.09,3.13,0.72499999999999998,,0.64500000000000002,,,,,0.13,,0.12,,,,,2.17,0.11,0.37,5.5E-2
04/01/23 03:00,,0.19,,,,,,7.0000000000000007E-2,0.9,0.09,3.11,0.71,,0.53,,,,,0.13,,,,,,0.09,1.73,0.16,0.42,0.06
04/01/23 04:00,0.21,,,,,,,5.5E-2,1.1000000000000001,7.4999999999999997E-2,3.1,0.67,0.09,0.53,,0.4,,0.39,0.14000000000000001,1.0349999999999999,0.35499999999999998,,,,0.11,1.4750000000000001,0.125,0.4,0.06
04/01/23 05:00,,0.11,,,,,0.32,6.5000000000000002E-2,0.6,6.5000000000000002E-2,3.0750000000000002,0.63500000000000001,,0.51500000000000001,,,,,0.11,0.94,0.16,0.56999999999999995,,,,1.64,0.17,0.4,
04/01/23 06:00,,0.31,,,,,,4.4999999999999998E-2,0.6,7.4999999999999997E-2,2.9550000000000001,0.61,0.45,0.40500000000000003,,,0.38,,0.32,0.86,8.5000000000000006E-2,,,,0.09,1.585,6.5000000000000002E-2,0.34,0.06
04/01/23 07:00,,,,,,,,0.05,0.5,7.0000000000000007E-2,2.8450000000000002,0.52500000000000002,,0.33,,,,0.38,,0.67500000000000004,0.06,,,,,1.405,0.1,0.49,0.15
04/01/23 08:00,,,,,,,,,0.8,0.06,2.82,0.47,0.38,0.27,,,,0.39,0.44,0.56999999999999995,,,,,,,0.09,0.33,
04/01/23 09:00,,,0.8,,,,,0.04,0.4,0.19500000000000001,2.79,0.42,,0.245,,,,0.375,0.09,0.55000000000000004,,,0.43,,,1.31,0.215,0.17,0.06
04/01/23 10:00,,,0.98,,0.89,,,4.4999999999999998E-2,0.8,6.5000000000000002E-2,2.78,0.41,0.11,0.26500000000000001,,1.18,0.18,,,0.55500000000000005,0.13,,0.45,,,1.4450000000000001,0.1,0.35,0.08
04/01/23 11:00,,,,,0.43,,,0.04,0.5,0.05,2.7450000000000001,0.36499999999999999,0.31,0.23,,,0.17,0.36,0.54,0.52500000000000002,0.06,,,,,1.2050000000000001,0.13,0.37,0.38500000000000001
04/02/23 12:00,,,,,,,0.4,,0.3,0.06,2.65,0.3,0.49,0.21,,,0.14000000000000001,0.38,0.9,0.48499999999999999,,,0.09,,,1.2549999999999999,,0.1,0.05
04/02/23 01:00,,,,,,,0.3,,0.3,,2.5350000000000001,0.29499999999999998,,0.20499999999999999,,,,0.36499999999999999,,0.435,,,,,,1.1100000000000001,0.08,0.24,0.08
04/02/23 02:00,,,,,,,,,0.2,0.06,2.4950000000000001,0.26500000000000001,0.81,0.17499999999999999,,,0.06,0.38,,0.36,,,,,0.55000000000000004,1,,0.31,
04/02/23 03:00,,,,,,0.1,,,0.2,0.15,2.4849999999999999,0.255,0.41,0.22,,,0.09,0.32,,0.26,,,,,,1.0149999999999999,0.41,,5.5E-2
04/02/23 04:00,0.34,,,,,,,,0.2,0.1,2.4700000000000002,0.185,,0.21,,,7.4999999999999997E-2,0.64,0.09,0.35,,,,,,0.99,,,
04/02/23 05:00,,,,,,,,0.125,0.2,7.0000000000000007E-2,2.4550000000000001,0.215,0.37,0.21,,,0.1,0.37,0.25,0.35499999999999998,,,0.13,,,1.04,,,5.5E-2
04/02/23 06:00,,0.45,,,,,,,0.2,0.05,2.5,0.23499999999999999,,0.23499999999999999,,,9.5000000000000001E-2,,,0.36,,,,,,1.155,0.35,0.42,0.06
04/02/23 07:00,,,,,,,,,0.3,,2.64,0.28000000000000003,,0.185,,,0.08,0.375,,0.37,,0.42,,,0.56999999999999995,1.05,0.12,,0.06
04/02/23 08:00,,0.83,,,0.71,,,,0.5,0.06,2.5,0.27,,0.21,,0.67,0.09,0.35499999999999998,,0.33500000000000002,,,,,,0.89500000000000002,,0.08,
04/02/23 09:00,,,,,,,,,0.3,0.06,2.5249999999999999,0.24,0.56999999999999995,0.16500000000000001,,,0.1,0.35,1.1299999999999999,0.35499999999999998,,,,,,1.0649999999999999,,,
04/02/23 10:00,0.39,,1.1399999999999999,,,,,0.08,0.3,0.105,2.5299999999999998,0.28999999999999998,,0.18,,,0.11,0.35,0.08,0.42499999999999999,,,,,,1.1850000000000001,0.08,,
04/02/23 11:00,,,,,,,,0.04,0.3,0.06,2.52,0.19,0.56000000000000005,0.18,,,0.11,0.495,0.86,0.40500000000000003,,2.0699999999999998,,,,1.095,0.24,0.46,
04/02/23 12:00,,,0.81,,,,,,0.2,0.24,2.5299999999999998,0.27,,0.19,,0.52,9.5000000000000001E-2,0.39,,0.375,,0.34,,,,1.1299999999999999,,,
04/02/23 01:00,,,,,,,,0.04,0.2,,2.585,0.25,1.21,0.17499999999999999,,,0.09,0.36,,0.4,,,,,0.28000000000000003,1.145,0.43,1.03,0.06
04/02/23 02:00,0.36,,,,0.68,,,,0.5,,2.4550000000000001,0.22,,0.125,,1.41,,0.36,,0.32500000000000001,,,,,,0.97499999999999998,0.23,0.49,9.5000000000000001E-2
04/02/23 03:00,,,,,,,,,0.2,,2.41,0.22,,0.13,,,0.06,0.37,,0.33,,,,,,0.95,0.21,,7.0000000000000007E-2
04/02/23 04:00,,,,,,,,,0.2,,2.13,0.22,,0.1,,,0.06,,0.09,0.43,,,,,,0.9,,,
04/02/23 05:00,0.57999999999999996,,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,
04/02/23 06:00,0.46,,,,,,,,0.2,,2.2999999999999998,0.25,,0.12,,,7.0000000000000007E-2,,,0.28000000000000003,0.09,,,,,1.0900000000000001,0.06,,7.0000000000000007E-2
04/02/23 07:00,,,0.13,,,,,,0.4,,2.37,0.31,,0.12,,,0.06,,,0.37,0.39,0.83,,,0.15,0.89,7.0000000000000007E-2,0.08,
04/02/23 08:00,,,,,,,,0.05,0.4,0.06,2.4350000000000001,0.39,0.43,0.13500000000000001,,,7.0000000000000007E-2,0.49,0.73,0.27,0.4,,,,0.32,0.98,0.11,0.08,
04/02/23 09:00,,,,,,,,,0.5,0.05,2.4,0.33500000000000002,,0.13,,0.41,0.09,0.46,,0.3,0.1,,,,,0.97,0.08,0.45,7.4999999999999997E-2
04/02/23 10:00,,0.22,,,,,,,0.3,,2.38,0.28999999999999998,,0.13,,,6.5000000000000002E-2,0.44,,0.32500000000000001,0.06,,,,,0.96499999999999997,0.06,0.1,0.06
04/02/23 11:00,,,,,,,0.34,,0.2,0.05,2.3199999999999998,0.26,0.98,0.20499999999999999,,,,0.39500000000000002,,0.46,,,,,0.5,0.93500000000000005,0.06,,
04/03/23 12:00,,,,,,,,,0.2,,2.3149999999999999,0.28000000000000003,,0.16,,0.48,0.06,0.36,,0.315,,,,,,1.07,7.0000000000000007E-2,0.52,5.5E-2
04/03/23 01:00,,,0.5,,,,,,0.2,0.1,2.31,0.23499999999999999,,0.15,,,7.0000000000000007E-2,0.36499999999999999,,0.26,,,,,,0.91,,,6.5000000000000002E-2
04/03/23 02:00,,,,,,,,0.06,0.2,,2.4900000000000002,0.22500000000000001,,0.14499999999999999,,,,0.37,1,0.45500000000000002,,,,,0.44,0.97499999999999998,0.06,,7.0000000000000007E-2
04/03/23 03:00,,,,,0.09,,,,0.3,,2.3050000000000002,0.19500000000000001,,0.13500000000000001,,0.48,,0.38500000000000001,0.09,0.30499999999999999,,,,,,0.88500000000000001,,0.17,
04/03/23 04:00,,,,,,,,,0.2,,2.3199999999999998,0.215,,0.12,,,,0.35,,0.28000000000000003,,,0.56999999999999995,,,0.92500000000000004,0.28000000000000003,0.08,0.06
04/03/23 05:00,,,0.55000000000000004,,,,,,0.2,0.06,2.2949999999999999,0.23499999999999999,0.91,0.125,,,,0.375,,0.3,,0.55000000000000004,,,,0.93500000000000005,0.4,,0.09
04/03/23 06:00,,,,,,,,0.1,0.2,0.05,2.33,0.22,,0.14000000000000001,,,0.08,0.38,,0.30499999999999999,,,,,0.56999999999999995,1.075,0.08,,6.5000000000000002E-2
04/03/23 07:00,,,,,,,,,0.4,0.08,2.2400000000000002,0.22500000000000001,,0.105,,0.5,,0.35499999999999998,,0.3,,,,,,0.94,0.24,0.72,7.0000000000000007E-2
04/03/23 08:00,0.4,,,,,,,,0.2,7.0000000000000007E-2,2.2599999999999998,0.24,,0.09,,,,0.37,0.08,0.28000000000000003,,,,,,0.92,0.27,,
04/03/23 09:00,,,,,,,,,,0.06,2.2599999999999998,0.26,,0.1,,,,,,0.32,,,,,,0.94,,,
04/03/23 10:00,,,,,,,,,0.2,,2.3199999999999998,0.19,,0.19,,,,0.42,,0.46,,,,,,1.1100000000000001,,0.14000000000000001,0.06
04/03/23 11:00,,,,,,,,,0.2,,2.31,0.17,,0.32500000000000001,,,,,0.13,0.34,0.15,,,,,1.1200000000000001,0.11,0.16,0.1
04/03/23 12:00,,,,,,,,,0.2,,2.3250000000000002,0.215,,0.15,,,,0.42,0.09,0.36,0.09,,0.59,,,1.06,,0.21,
04/03/23 01:00,,,,,,,,,0.2,0.15,2.355,0.25,,0.14000000000000001,,,,,0.15,0.315,,,,,,0.97,,,7.0000000000000007E-2
04/03/23 02:00,,,0.33,,,,,,0.2,0.05,2.3450000000000002,0.255,,0.14000000000000001,,,,,0.12,0.315,,,,,,0.98,,,
04/03/23 03:00,,,,,,,,,0.2,,2.39,0.21,,0.16,,,,,0.95,0.315,0.05,,,,,1.095,0.13500000000000001,,0.05
04/03/23 04:00,,,,,,,,,0.2,,2.3849999999999998,0.215,,0.16500000000000001,,,,0.38,0.1,0.34,,,,,,1.06,0.22,0.32,0.05
04/03/23 05:00,,,,,,,,0.04,0.3,0.09,2.4049999999999998,0.28499999999999998,,0.15,,,,,0.14000000000000001,0.315,,,,,,1.115,,,0.05
04/03/23 06:00,,,,,,,,,0.3,0.13,2.4550000000000001,0.27,,0.17499999999999999,,,,0.38,,0.33,,,,,,1.06,,0.08,7.0000000000000007E-2
04/03/23 07:00,,,,,,,,0.05,0.4,,2.4550000000000001,0.38500000000000001,,0.14000000000000001,,,,0.37,,0.28499999999999998,,,,,0.2,1.085,0.115,0.17,7.0000000000000007E-2
04/03/23 08:00,,,,,,,,0.04,0.3,,2.4,0.38,,0.15,,,,,,0.3,,,,,,1.0049999999999999,0.27,0.1,0.05
04/03/23 09:00,,,,,0.52,,,,0.2,0.06,2.3450000000000002,0.27,,0.11,,,,0.36,,0.28999999999999998,,,,,,0.89,0.21,,0.08
04/03/23 10:00,,,,,,,,,0.2,,2.3149999999999999,0.27500000000000002,,0.125,,,,,,0.25,,,,,,0.92,,,0.06
04/03/23 11:00,,,,,,,,,0.3,,2.3050000000000002,0.26500000000000001,,9.5000000000000001E-2,,,,0.38,,0.27,,,,,,0.97499999999999998,0.08,,6.5000000000000002E-2
04/04/23 12:00,,,,,,,,,0.2,,2.2599999999999998,0.215,,0.1,,,7.0000000000000007E-2,,,0.22,,,,,,0.94499999999999995,,1.1599999999999999,0.05
04/04/23 01:00,,,,,,,,,0.2,,2.2749999999999999,0.23,,0.115,,,,0.38,,0.23499999999999999,,,,,,0.93,,1.0900000000000001,6.5000000000000002E-2
04/04/23 02:00,,,,,,,,,0.2,0.3,2.2799999999999998,0.215,,0.11,,,,,,0.23499999999999999,,,,,,0.875,0.35,,6.5000000000000002E-2
04/04/23 03:00,,,0.28000000000000003,,,,,,0.2,,2.2450000000000001,0.21,,0.125,,,,0.35,,0.245,,,,,,0.95,,,0.06
04/04/23 04:00,0.21,,,,,,,,0.2,,2.335,0.24,,0.105,,,,0.38,,0.255,,,,,,0.96499999999999997,0.16500000000000001,0.7,
04/04/23 05:00,,,,,,,,,0.2,,2.33,0.26500000000000001,,0.115,,,,0.37,,0.29499999999999998,,,,,,1.05,,,0.05
04/04/23 06:00,,,,,,,,,0.2,,2.2650000000000001,0.23,,0.155,,,,0.36,,0.28000000000000003,,,,,,0.93500000000000005,,,
04/04/23 07:00,,,,,,,,,0.3,,2.2749999999999999,0.22500000000000001,,9.5000000000000001E-2,,,,,0.33,0.26,,,0.34,,,0.99,0.12,0.09,
04/04/23 08:00,,,,,,,,,0.3,,2.2149999999999999,0.26500000000000001,,0.125,,,,,,0.255,,,,,,0.85,0.24,0.1,0.05
04/04/23 09:00,,,,,,,,,0.3,,2.25,0.24,,0.155,,,,,,0.3,,,,,,0.97,0.44,,0.05
04/04/23 10:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/23 11:00,,,,,,,,,0.2,,2.2450000000000001,0.23,,0.11,,,,,,0.29499999999999998,,,,,,0.96,,,0.06
04/04/23 12:00,,,,,,,,,0.2,,2.2400000000000002,0.16500000000000001,,0.12,,,,,,0.22500000000000001,8.5000000000000006E-2,,,,,0.88,0.06,,6.5000000000000002E-2
04/04/23 01:00,,,,,,,,,0.2,0.08,2.2149999999999999,0.155,,0.09,,,,0.36,,0.215,0.105,,,,,0.82499999999999996,,,0.06
04/04/23 02:00,,,,,,,1.68,,0.2,0.45,2.2200000000000002,0.2,,8.5000000000000006E-2,,,,,,0.21,,,,,,0.83499999999999996,,,6.5000000000000002E-2
04/04/23 03:00,,,,,,,,,0.2,,2.2400000000000002,0.2,,0.09,,,,,,0.23499999999999999,,,,,,0.875,,,
04/04/23 04:00,,,,,,,,,0.2,,2.2200000000000002,0.215,,0.1,,,,,,0.21,,,,,,0.83,,0.65,0.05
04/04/23 05:00,,,,,,,,,0.2,,2.23,0.19500000000000001,,0.08,,,,,,0.19500000000000001,,,,,,0.86499999999999999,,,5.5E-2
04/04/23 06:00,,,,,,,,,0.2,,2.25,0.19,,0.09,,,,,,0.22500000000000001,,,,,,0.88500000000000001,0.24,0.09,6.5000000000000002E-2
04/04/23 07:00,,,,,,,,,0.3,,2.2749999999999999,0.27,,0.11,,,,0.35,,0.215,,,,,,0.875,0.12,0.08,8.5000000000000006E-2
04/04/23 08:00,,,,,,,,0.04,0.3,0.05,2.2749999999999999,0.33,0.09,0.14000000000000001,,,,0.38,0.1,0.27500000000000002,0.05,,,,,0.82,0.16500000000000001,0.11,8.5000000000000006E-2
04/04/23 09:00,,,,,,,,,0.3,,2.2749999999999999,0.375,,0.15,,,,0.38,0.13,0.30499999999999999,,,,,,0.95,0.06,0.15,
04/04/23 10:00,,0.15,,,,,,0.04,0.3,0.06,2.2999999999999998,0.36,,0.15,,,,,0.12,0.28499999999999998,,,,,,0.90500000000000003,0.08,0.15,6.5000000000000002E-2
04/04/23 11:00,,,,,,,,0.05,0.3,,2.2999999999999998,0.4,,0.15,,,,0.38,0.11,0.29499999999999998,,,,,,0.97,0.06,0.14000000000000001,
04/05/23 12:00,,,,,,,,7.0000000000000007E-2,0.4,,2.35,0.43,,0.13,,,,0.36,0.08,0.3,,,,,,0.83499999999999996,0.125,0.16,
04/05/23 01:00,,,,,,,,0.05,0.4,,2.3849999999999998,0.48,,0.13500000000000001,,,,,0.11,0.29499999999999998,,,,,,0.95499999999999996,9.5000000000000001E-2,0.2,
04/05/23 02:00,,,0.21,,,,,0.04,0.4,,2.44,0.46,,0.16,,,,0.37,0.09,0.28999999999999998,,,,,,1.085,,0.17,0.06
04/05/23 03:00,,,,,,,,,0.4,,2.4550000000000001,0.52500000000000002,,0.14499999999999999,,,,,0.1,0.27,,,,,,1.115,0.08,0.17,7.0000000000000007E-2
