Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
02/12/23 12:00,0.5,1.4,0.52,0.5,0.5,1.3,1.1599999999999999,0.5,2.08,0.5,0.22,0.5,0.5,0.5,0.5,1.18,1.33,1.45,1.61,1.77,1.8,1.85,1.66,1.64,1.22,1.53,0.5,0.5,0.5,0.5,1.07,1.07,1.23,0.5,1.95,1.53,1.24,0.5,0.5,1.6,1.41,6.99,9.98,6.84,31.5,6.58,16.96,39.04,11.67,1.02,0.5,0.5,0.34,1.74,1.73,1.66,1.82,1.9,1.29
02/13/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/14/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/15/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/16/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,,,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/17/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/18/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/19/23 12:00,0.5,1.33,0.33,0.5,0.5,0.5,1.45,2.62,,0.5,0.11,0.5,0.5,0.5,0.5,0.5,1.24,1.02,1.3,0.5,1.1299999999999999,1.19,3.94,0.5,0.5,1.74,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.44,0.5,0.5,0.5,1.08,1.3,7.34,2.62,6.58,5.03,11.73,9.09,12.91,0.5,1.05,0.5,0.5,0.24,1.33,1.94,1.47,1.31,1.75,1.4
02/20/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,,0.5,1.32,1.32,1.31
02/21/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.01,,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,,0.5,1.32,1.32,1.31
02/22/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,0.5,0.5,1.32,1.32,1.31
02/23/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,0.5,0.5,1.32,1.32,1.31
02/24/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,0.5,0.5,1.32,1.32,1.31
02/25/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,0.5,0.5,1.32,1.32,1.31
02/26/23 12:00,0.5,0.5,0.24,0.5,0.5,0.5,1.0900000000000001,0.5,1.1000000000000001,0.5,0.17,0.5,0.5,0.5,0.5,1.07,1.44,0.5,1.38,0.5,2.0499999999999998,0.5,2.13,0.5,1.99,1.21,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.01,0.5,0.5,0.5,0.5,1.18,1.17,6.76,1.96,9.3000000000000007,0.5,9.42,40.04,2.33,3.23,0.5,0.5,0.5,0.12,1.71,0.5,0.5,1.32,1.32,1.31
02/27/23 12:00,0.5,1.05,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
02/28/23 12:00,0.5,,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/01/23 12:00,0.5,,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,2.73,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/02/23 12:00,0.5,1.05,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,2.73,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/03/23 12:00,0.5,1.05,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,2.73,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/04/23 12:00,0.5,1.05,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,2.94,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,2.73,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/05/23 12:00,0.5,1.05,0.27,0.5,0.5,0.5,1.43,2.37,4.8899999999999997,2,0.19,1.1299999999999999,0.5,0.5,0.5,1.63,0.5,0.5,2.27,1.1200000000000001,0.5,0.5,4.66,0.5,1.63,2.27,1.37,1.02,0.5,0.5,0.5,0.5,0.5,0.5,1.48,1.3,1.18,,0.5,1.71,2.19,4.96,3.4,11.97,1.66,1.58,16.559999999999999,,2.2999999999999998,1.08,0.5,0.5,0.2,2.04,2.73,2.2000000000000002,1.93,4.7300000000000004,10.130000000000001
03/06/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/07/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/08/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/09/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/10/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/11/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,0.35,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/12/23 12:00,0.5,0.5,0.18,0.5,0.5,0.5,0.5,8.1199999999999992,1.63,0.5,0.22,0.5,0.5,0.5,0.5,0.5,1.51,0.5,0.5,2.09,2.4900000000000002,2.96,2.65,1.77,1.02,1.91,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.12,1.17,3.7,3.47,10.95,3.55,3.45,2.66,3.47,0.5,0.5,0.5,0.5,,1.31,1.27,0.5,2.3199999999999998,2.84,7.83
03/13/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,,2.74,1.87,1.98,2.21,0.5,8.27
03/14/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,1.87,1.98,2.21,0.5,8.27
03/15/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,1.87,1.98,2.21,0.5,8.27
03/16/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,,1.98,2.21,0.5,8.27
03/17/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,,1.98,2.21,0.5,8.27
03/18/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,1.87,1.98,2.21,0.5,8.27
03/19/23 12:00,0.5,1.1399999999999999,0.2,0.5,0.5,1.55,0.5,4.32,4.17,0.5,0.5,0.5,0.5,0.5,0.5,1.85,1.1299999999999999,0.5,2.11,0.5,0.5,1.34,1.58,2.2799999999999998,1.81,2.14,0.5,0.5,0.5,0.5,1.08,1.1200000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.99,1.52,6.04,11.03,32.53,1.37,16.68,1.57,13.97,20.399999999999999,0.5,0.5,0.5,0.25,2.74,1.87,1.98,2.21,0.5,8.27
03/20/23 12:00,0.5,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/21/23 12:00,,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/22/23 12:00,,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/23/23 12:00,0.5,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/24/23 12:00,0.5,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/25/23 12:00,0.5,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/26/23 12:00,0.5,1.1299999999999999,0.18,0.5,0.5,1.53,0.5,0.5,1.06,0.5,0.4,0.5,0.5,,0.5,1.27,1.19,0.5,2.66,0.5,1.01,3.13,1.1000000000000001,2.13,1.1100000000000001,3.29,0.5,0.5,0.5,0.5,1.03,1.28,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,1.61,1.99,12.62,3.22,5.3,2.19,5.89,14.97,12.29,6.38,0.5,0.5,0.5,0.21,2.82,2.73,1.66,12.25,1.58,7.85
03/27/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
03/28/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
03/29/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
03/30/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
03/31/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
04/01/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,4.87,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
04/02/23 12:00,0.5,0.5,0.18,0.5,0.5,1.73,0.5,4.41,0.5,0.5,0.12,0.5,0.5,,0.5,1.89,1.3,0.5,1.41,0.5,0.5,0.5,1.28,0.5,0.5,1.1000000000000001,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2.4300000000000002,1.41,18.39,4.34,1.87,2.38,62.88,33.94,7.21,,0.5,0.5,0.5,0.05,1.62,1.08,0.5,8.7899999999999991,1.41,0.5
04/03/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/04/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
04/05/23 12:00,0.5,0.5,0.51,0.5,1.37,1.06,1.34,5.59,3.92,0.5,,0.5,0.5,0.5,0.5,1.32,1.98,2.48,1.8,0.5,1.2,2.94,1.87,1.63,3.09,1.34,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,0.5,0.5,1.39,0.5,2.65,2.08,0.5,3.1,2.13,8.35,41.12,1.97,5.76,1.89,0.5,0.5,0.5,0.17,0.5,1.03,2.37,6.53,9.36,1.41
