Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
03/20/23 12:00,8.0000000000000002E-3,2.4E-2,,8.7999999999999995E-2,1E-3,4.8000000000000001E-2,0.90300000000000002,1.179,,1.3240000000000001,8.1000000000000003E-2,9.5000000000000001E-2,0.54,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,2.4500000000000002,0.80100000000000005,0.26200000000000001,0.26,1.57,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,9.61,1.669,6.7000000000000004E-2,6.5000000000000002E-2,0.9,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,7.67,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.15,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,1.07,1.006
03/21/23 12:00,8.0000000000000002E-3,2.4E-2,0.36899999999999999,8.7999999999999995E-2,1E-3,4.8000000000000001E-2,0.90300000000000002,1.179,2.6549999999999998,1.3240000000000001,8.1000000000000003E-2,9.5000000000000001E-2,,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,,0.80100000000000005,0.26200000000000001,0.26,,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,,1.669,6.7000000000000004E-2,6.5000000000000002E-2,,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.3,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,1.88,1.006
03/22/23 12:00,8.0000000000000002E-3,2.4E-2,,8.7999999999999995E-2,1E-3,4.8000000000000001E-2,0.90300000000000002,1.179,,1.3240000000000001,8.1000000000000003E-2,9.5000000000000001E-2,0.24,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,1,0.80100000000000005,0.26200000000000001,0.26,1.92,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,10.48,1.669,6.7000000000000004E-2,6.5000000000000002E-2,0.95,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,6.17,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.32,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,2.4500000000000002,1.006
03/23/23 12:00,8.0000000000000002E-3,2.4E-2,0.35699999999999998,8.7999999999999995E-2,1E-3,4.8000000000000001E-2,0.90300000000000002,1.179,2.6989999999999998,1.3240000000000001,8.1000000000000003E-2,9.5000000000000001E-2,,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,,0.80100000000000005,0.26200000000000001,0.26,,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,,1.669,6.7000000000000004E-2,6.5000000000000002E-2,,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.48,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,3.43,1.006
03/24/23 12:00,8.0000000000000002E-3,2.4E-2,,8.7999999999999995E-2,1E-3,4.8000000000000001E-2,0.90300000000000002,1.179,,1.3240000000000001,8.1000000000000003E-2,9.5000000000000001E-2,0.76,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,3.85,0.80100000000000005,0.26200000000000001,0.26,0.74,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,4.29,1.669,6.7000000000000004E-2,6.5000000000000002E-2,0.56000000000000005,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,3.85,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.81,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,5.21,1.006
03/25/23 12:00,3.5999999999999997E-2,4.7E-2,0.105,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,2.012,0.60099999999999998,8.1000000000000003E-2,9.5000000000000001E-2,,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,,0.80100000000000005,0.26200000000000001,0.26,,0.107,5.0000000000000001E-4,2E-3,1.163,2.262,,1.669,6.7000000000000004E-2,6.5000000000000002E-2,,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.88,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,5.39,1.006
03/26/23 12:00,3.5999999999999997E-2,4.7E-2,,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,,0.60099999999999998,8.1000000000000003E-2,9.5000000000000001E-2,0.17,5.1999999999999998E-2,1.2E-2,0.14000000000000001,0.18,1.2929999999999999,1.69,0.80100000000000005,,,,,,,,,,,6.7000000000000004E-2,6.5000000000000002E-2,0.51,6.7000000000000004E-2,0.01,0.373,0.88100000000000001,1.573,2.67,1.635,4.1000000000000002E-2,5.8000000000000003E-2,0.2,6.9000000000000006E-2,1E-3,9.6000000000000002E-2,0.91500000000000004,2.1789999999999998,1.65,1.006
03/27/23 12:00,3.5999999999999997E-2,4.7E-2,,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,,0.60099999999999998,9.4E-2,9.6000000000000002E-2,,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,,1.0740000000000001,0.249,0.127,,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,,1.3120000000000001,0.06,1.0999999999999999E-2,0.61,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,3.37,0.64500000000000002
03/28/23 12:00,3.5999999999999997E-2,4.7E-2,,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,,0.60099999999999998,9.4E-2,9.6000000000000002E-2,0.23,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,1.05,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,0.82,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,4.24,1.0740000000000001,0.249,0.127,0.59,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,2.99,1.3120000000000001,,,,,,,,,,
03/29/23 12:00,3.5999999999999997E-2,4.7E-2,0.82699999999999996,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,4.37,0.60099999999999998,9.4E-2,9.6000000000000002E-2,,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,,1.0740000000000001,0.249,0.127,,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,,1.3120000000000001,0.06,1.0999999999999999E-2,0.43,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,2.33,0.64500000000000002
03/30/23 12:00,3.5999999999999997E-2,4.7E-2,,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,,0.60099999999999998,9.4E-2,9.6000000000000002E-2,0.68,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,3.96,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,0.65,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,3.17,1.0740000000000001,0.249,0.127,0.72,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,3.39,1.3120000000000001,0.06,1.0999999999999999E-2,0.48,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,2.93,0.64500000000000002
03/31/23 12:00,3.5999999999999997E-2,4.7E-2,0.24299999999999999,3.9E-2,7.0000000000000001E-3,2.7E-2,0.34799999999999998,0.5,1.7809999999999999,0.60099999999999998,9.4E-2,9.6000000000000002E-2,,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,,1.0740000000000001,0.249,0.127,,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,,1.3120000000000001,0.06,1.0999999999999999E-2,0.16,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,1.0900000000000001,0.64500000000000002
04/01/23 12:00,1.4E-2,7.0000000000000007E-2,,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,,0.95,9.4E-2,9.6000000000000002E-2,0.33,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,1.25,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,0.48,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,2.66,1.0740000000000001,0.249,0.127,0.41,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,2.44,1.3120000000000001,0.06,1.0999999999999999E-2,7.0000000000000007E-2,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,0.88,0.64500000000000002
04/02/23 12:00,1.4E-2,7.0000000000000007E-2,0.312,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,2.5289999999999999,0.95,9.4E-2,9.6000000000000002E-2,,5.8000000000000003E-2,1.0999999999999999E-2,0.104,0.24299999999999999,1.5760000000000001,,0.84199999999999997,5.0999999999999997E-2,0.29099999999999998,,8.6999999999999994E-2,5.0000000000000001E-4,2E-3,0.69499999999999995,1.4359999999999999,,1.0740000000000001,0.249,0.127,,8.7999999999999995E-2,1.6E-2,0.373,0.54200000000000004,1.306,,1.3120000000000001,0.06,1.0999999999999999E-2,0.12,4.8000000000000001E-2,1.6E-2,0.14599999999999999,0.443,1.2130000000000001,0.94,0.64500000000000002
04/03/23 12:00,1.4E-2,7.0000000000000007E-2,,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,,0.95,0.04,0.11899999999999999,0.13,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,0.82,1.254,0.13300000000000001,0.90700000000000003,0.69,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,3.12,2.992,2.3E-2,0.109,0.48,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,2.79,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.32,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,2.25,1.218
04/04/23 12:00,1.4E-2,7.0000000000000007E-2,0.41399999999999998,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,3.226,0.95,0.04,0.11899999999999999,,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,,1.254,0.13300000000000001,0.90700000000000003,,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,,2.992,2.3E-2,0.109,,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.18,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,1.17,1.218
04/05/23 12:00,1.4E-2,7.0000000000000007E-2,,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,,0.95,0.04,0.11899999999999999,0.33,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,1.34,1.254,0.13300000000000001,0.90700000000000003,2.95,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,17.75,2.992,2.3E-2,0.109,0.59,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,4.8499999999999996,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.28999999999999998,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,1.83,1.218
04/06/23 12:00,1.4E-2,7.0000000000000007E-2,0.83299999999999996,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,5.6989999999999998,0.95,0.04,0.11899999999999999,,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,,1.254,0.13300000000000001,0.90700000000000003,,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,,2.992,2.3E-2,0.109,,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.17,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,1.1599999999999999,1.218
04/07/23 12:00,1.4E-2,7.0000000000000007E-2,,0.06,4.0000000000000001E-3,8.3000000000000004E-2,0.41399999999999998,0.76,,0.95,0.04,0.11899999999999999,0.71,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,4.93,1.254,0.13300000000000001,0.90700000000000003,0.88,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,4.6500000000000004,2.992,2.3E-2,0.109,0.9,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,5.41,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.33,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,2.0099999999999998,1.218
04/08/23 12:00,1E-3,3.3000000000000002E-2,0.501,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,3.9569999999999999,1.7490000000000001,0.04,0.11899999999999999,,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,,1.254,0.13300000000000001,0.90700000000000003,,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,,2.992,2.3E-2,0.109,,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.79,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,5.41,1.218
04/09/23 12:00,1E-3,3.3000000000000002E-2,,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,,1.7490000000000001,0.04,0.11899999999999999,0.71,0.10299999999999999,3.5000000000000003E-2,7.6999999999999999E-2,0.20799999999999999,1.2370000000000001,3.48,1.254,0.13300000000000001,0.90700000000000003,1.32,0.14899999999999999,5.0000000000000001E-4,0.16800000000000001,1.8149999999999999,2.6160000000000001,8.24,2.992,2.3E-2,0.109,1.1399999999999999,7.4999999999999997E-2,8.0000000000000002E-3,0.17100000000000001,1.032,1.4570000000000001,8.74,2.125,4.9000000000000002E-2,4.2999999999999997E-2,0.39,9.1999999999999998E-2,1.0999999999999999E-2,0.127,0.61099999999999999,0.92900000000000005,3.35,1.218
04/10/23 12:00,1E-3,3.3000000000000002E-2,0.64900000000000002,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,4.4550000000000001,1.7490000000000001,0.01,4.1000000000000002E-2,,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,,1.25,0.16900000000000001,0.22700000000000001,,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,,2.7879999999999998,0.23,1.4999999999999999E-2,,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.69,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,5.25,2.02
04/11/23 12:00,1E-3,3.3000000000000002E-2,,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,,1.7490000000000001,0.01,4.1000000000000002E-2,0.53,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,2.72,1.25,0.16900000000000001,0.22700000000000001,1.25,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,7.1,2.7879999999999998,0.23,1.4999999999999999E-2,0.57999999999999996,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,4.07,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.3,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,2.2799999999999998,2.02
04/12/23 12:00,1E-3,3.3000000000000002E-2,0.32100000000000001,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,2.09,1.7490000000000001,0.01,4.1000000000000002E-2,,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,,1.25,0.16900000000000001,0.22700000000000001,,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,,2.7879999999999998,,,,,,,,,,,4.2999999999999997E-2,1.4999999999999999E-2,0.24,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,1.84,2.02
04/13/23 12:00,1E-3,3.3000000000000002E-2,,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,,1.7490000000000001,0.01,4.1000000000000002E-2,0.62,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,3.49,1.25,0.16900000000000001,0.22700000000000001,1.42,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,7.15,2.7879999999999998,0.23,1.4999999999999999E-2,,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.18,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,1.41,2.02
04/14/23 12:00,1E-3,3.3000000000000002E-2,0.39400000000000002,6.6000000000000003E-2,0,5.8000000000000003E-2,0.79100000000000004,0.70899999999999996,3.056,1.7490000000000001,0.01,4.1000000000000002E-2,,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,,1.25,0.16900000000000001,0.22700000000000001,,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,,2.7879999999999998,0.23,1.4999999999999999E-2,0.6,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,5.17,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.23,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,1.75,2.02
04/15/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,,1.9710000000000001,0.01,4.1000000000000002E-2,0.47,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,3.15,1.25,0.16900000000000001,0.22700000000000001,0.99,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,4.38,2.7879999999999998,0.23,1.4999999999999999E-2,,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.26,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,1.97,2.02
04/16/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,0.53800000000000003,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,4.6079999999999997,1.9710000000000001,0.01,4.1000000000000002E-2,,1.0999999999999999E-2,6.0000000000000001E-3,1.2E-2,0.27700000000000002,1.341,,1.25,0.16900000000000001,0.22700000000000001,,0.122,5.0000000000000001E-4,9.1999999999999998E-2,1.468,2.48,,2.7879999999999998,0.23,1.4999999999999999E-2,0.56999999999999995,4.4999999999999998E-2,1.5E-3,0.01,1.149,1.0309999999999999,3.96,2.3679999999999999,4.2999999999999997E-2,1.4999999999999999E-2,0.4,0.11,7.0000000000000001E-3,0.124,1.0349999999999999,1.1439999999999999,3.09,2.02
04/17/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,,1.9710000000000001,0.111,2.1000000000000001E-2,0.3,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,1.59,1.4259999999999999,0.23100000000000001,0.16600000000000001,0.99,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,7.37,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.51,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,3.44,1.3240000000000001
04/18/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,0.54400000000000004,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,4.359,1.9710000000000001,0.111,2.1000000000000001E-2,,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,,1.4259999999999999,0.23100000000000001,0.16600000000000001,,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,0.39,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,4.13,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.5,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,3.57,1.3240000000000001
04/19/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,,1.9710000000000001,0.111,2.1000000000000001E-2,0.45,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,2.1,1.4259999999999999,0.23100000000000001,0.16600000000000001,0.6,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,5.01,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.72,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,4.99,1.3240000000000001
04/20/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,0.50900000000000001,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,3.7749999999999999,1.9710000000000001,0.111,2.1000000000000001E-2,,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,,1.4259999999999999,0.23100000000000001,0.16600000000000001,,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,0.51,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,5.03,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.13,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,1.03,1.3240000000000001
04/21/23 12:00,1.7000000000000001E-2,4.3999999999999997E-2,,7.0000000000000007E-2,1E-3,4.1000000000000002E-2,0.93500000000000005,1.1299999999999999,,1.9710000000000001,0.111,2.1000000000000001E-2,0.65,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,3.26,1.4259999999999999,0.23100000000000001,0.16600000000000001,1.78,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,10.85,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,7.0000000000000007E-2,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,0.74,1.3240000000000001
04/22/23 12:00,2.1000000000000001E-2,4.7E-2,0.56100000000000005,5.8000000000000003E-2,1.4E-2,4.2000000000000003E-2,0.69599999999999995,0.4,5.7080000000000002,1.673,0.111,2.1000000000000001E-2,,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,,1.4259999999999999,0.23100000000000001,0.16600000000000001,,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,0.79,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,6.08,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.14000000000000001,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,0.94,1.3240000000000001
04/23/23 12:00,2.1000000000000001E-2,4.7E-2,,5.8000000000000003E-2,1.4E-2,4.2000000000000003E-2,0.69599999999999995,0.4,,1.673,0.111,2.1000000000000001E-2,0.96,0.12,7.3999999999999996E-2,6.2E-2,0.26100000000000001,0.91900000000000004,5.44,1.4259999999999999,0.23100000000000001,0.16600000000000001,1.27,0.193,1.2E-2,0.16800000000000001,1.2849999999999999,1.4450000000000001,8.51,3.1909999999999998,8.3000000000000004E-2,1.4999999999999999E-2,,8.7999999999999995E-2,1.5E-3,0.01,1.135,1.0129999999999999,,2.5299999999999998,9.7000000000000003E-2,2.8000000000000001E-2,0.12,8.7999999999999995E-2,1.7000000000000001E-2,0.126,0.69899999999999995,0.66500000000000004,1.08,1.3240000000000001
04/24/23 12:00,2.1000000000000001E-2,4.7E-2,0.312,5.8000000000000003E-2,1.4E-2,4.2000000000000003E-2,0.69599999999999995,0.4,4.59,1.673,6.0999999999999999E-2,0.151,,5.8000000000000003E-2,7.3999999999999996E-2,7.6999999999999999E-2,0.23,1.2470000000000001,,1.72,0.14299999999999999,4.0000000000000001E-3,,0.13500000000000001,0.01,0.113,0.81399999999999995,0.215,,0.58499999999999996,0.26400000000000001,0.06,0.6,7.4999999999999997E-2,2.1000000000000001E-2,0.01,0.64300000000000002,0.749,4.34,1.895,6.9000000000000006E-2,6.8000000000000005E-2,0.09,6.2E-2,1.7000000000000001E-2,0.16200000000000001,0.64400000000000002,0.68899999999999995,0.72,1.4279999999999999
04/25/23 12:00,2.1000000000000001E-2,4.7E-2,,5.8000000000000003E-2,1.4E-2,4.2000000000000003E-2,0.69599999999999995,0.4,,1.673,6.0999999999999999E-2,0.151,0.16,5.8000000000000003E-2,7.3999999999999996E-2,7.6999999999999999E-2,0.23,1.2470000000000001,1.61,1.72,0.14299999999999999,4.0000000000000001E-3,0.36,0.13500000000000001,0.01,0.113,0.81399999999999995,0.215,2.09,0.58499999999999996,0.26400000000000001,0.06,,7.4999999999999997E-2,2.1000000000000001E-2,0.01,0.64300000000000002,0.749,,1.895,6.9000000000000006E-2,6.8000000000000005E-2,0.16,6.2E-2,1.7000000000000001E-2,0.16200000000000001,0.64400000000000002,0.68899999999999995,0.9,1.4279999999999999
