Nr,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
02/13/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,0.5,1.31,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/14/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,,2,2.77,0.5,1.31,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/15/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,0.5,1.31,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/16/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,,,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/17/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,0.5,,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/18/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,0.5,1.31,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/19/23 12:00,9.4499999999999993,5.66,1.65,6.93,2.13,2.69,2.59,0.5,1.06,1.91,0.28999999999999998,0.5,1.02,1.66,1.86,0.5,1.48,2.98,6.31,1,1.44,1.43,2.09,1.17,0.5,2.17,1.47,1.38,1.01,1.48,2,2.77,0.5,,0.5,1.21,0.5,1.1100000000000001,1.2,1.91,1.4,1.1399999999999999,1.39,1.9,0.5,1.39,0.5,0.5,1.43,1.38,1.2,0.5,0.48,3.72,5.47,1.8,0.5,0.5,0.5
02/20/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,0.5,,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,,0.5,0.5,0.5,0.5
02/21/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,,0.5,0.5,,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,,0.5,0.5,0.5,0.5
02/22/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,3.39,0.5,0.5,0.5,0.5
02/23/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,,0.5,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,3.39,0.5,0.5,0.5,0.5
02/24/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,,0.5,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,3.39,0.5,0.5,0.5,0.5
02/25/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,3.39,0.5,0.5,0.5,0.5
02/26/23 12:00,6.47,3.34,1.54,4.33,1.25,1.79,1.46,1.05,0.5,0.5,0.19,0.5,0.5,0.5,1.0900000000000001,0.5,1.04,3.45,4.01,0.5,1.81,0.5,1.06,0.5,0.5,1.06,0.5,0.5,0.5,0.5,1.33,1.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.07,0.5,1.02,1.65,1.62,1.22,1.1000000000000001,1.57,1.18,0.5,0.5,0.5,0.5,0.17,2.79,3.39,0.5,0.5,0.5,0.5
02/27/23 12:00,14.8,6.47,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,,1.46,0.5,0.5,0.5
02/28/23 12:00,14.8,,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,,1.46,0.5,0.5,0.5
03/01/23 12:00,14.8,,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,4.18,1.46,0.5,0.5,0.5
03/02/23 12:00,14.8,6.47,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,4.18,1.46,0.5,0.5,0.5
03/03/23 12:00,14.8,6.47,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,4.18,1.46,0.5,0.5,0.5
03/04/23 12:00,14.8,6.47,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,0.5,3.92,0.5,0.5,0.5,0.15,5.28,4.18,1.46,0.5,0.5,0.5
03/05/23 12:00,14.8,6.47,5.12,6.96,3.89,2.74,3.12,1.18,0.5,1.1200000000000001,0.08,0.5,0.5,1.75,3.89,0.5,0.5,2.7,3.54,2.4,0.5,1.18,1.6,1.44,1.1000000000000001,1.75,0.5,0.5,1.38,0.5,1.95,2.42,0.5,0.5,1.31,0.5,0.5,,0.5,1.85,2.0699999999999998,1.02,0.5,1.82,0.5,0.5,0.5,,3.92,0.5,0.5,0.5,0.15,5.28,4.18,1.46,0.5,0.5,0.5
03/06/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/07/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/08/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/09/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/10/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/11/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,0.17,2.67,2.06,1.31,0.5,0.5,0.5
03/12/23 12:00,3.14,6.84,0.89,2.36,0.5,1.1000000000000001,2.08,1.44,0.5,1.37,0.32,0.5,0.5,1.08,1.44,0.5,0.5,1.07,2.1800000000000002,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1000000000000001,1.03,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.27,0.5,0.5,1.22,1.4,1.4,1.49,0.5,0.5,0.5,0.5,0.5,0.5,,2.67,2.06,1.31,0.5,0.5,0.5
03/13/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,,3.39,1.82,1.59,1.1599999999999999,0.5,0.5
03/14/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,1.82,1.59,1.1599999999999999,0.5,0.5
03/15/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,1.82,1.59,1.1599999999999999,0.5,0.5
03/16/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,,1.59,1.1599999999999999,0.5,0.5
03/17/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,,1.59,1.1599999999999999,0.5,0.5
03/18/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,1.82,1.59,1.1599999999999999,0.5,0.5
03/19/23 12:00,3.13,5.36,0.84,2.38,0.5,1.22,2.73,2.79,1.35,1.37,0.56000000000000005,0.5,0.5,1.45,1.98,0.5,0.5,9.5500000000000007,1.6,0.5,4.0999999999999996,0.5,1.6,1.54,0.5,0.5,1.26,0.5,0.5,0.5,1.83,1.6,0.5,0.5,0.5,0.5,0.5,1.1100000000000001,1.1000000000000001,1.53,0.5,0.5,2.1,1.56,0.86,6.58,2.2999999999999998,0.5,2.58,0.5,0.5,0.5,0.23,3.39,1.82,1.59,1.1599999999999999,0.5,0.5
03/20/23 12:00,5.26,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/21/23 12:00,,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/22/23 12:00,,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/23/23 12:00,5.26,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/24/23 12:00,5.26,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/25/23 12:00,5.26,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/26/23 12:00,5.26,8.5399999999999991,0.56999999999999995,1.28,0.5,1.53,1.65,2.19,1.53,2.15,0.72,0.5,0.5,,1.96,0.5,0.5,1.1299999999999999,8.67,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.8,0.5,1,0.5,1.67,1.28,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,1.37,4.92,1.41,1.1499999999999999,1.27,1.31,1.66,0.5,1.5,1.18,0.5,0.5,0.35,3.51,3.06,1.85,0.5,0.5,0.5
03/27/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
03/28/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
03/29/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
03/30/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
03/31/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
04/01/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,0.5,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,0.5,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
04/02/23 12:00,3.89,11.66,1.24,4.13,0.5,0.5,1.36,1.38,0.5,0.5,0.4,0.5,0.5,,1.42,0.5,0.5,0.5,5.65,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.25,1.23,0.5,0.5,1.04,1.02,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,8.24,0.5,0.5,1.25,0.5,1.37,0.5,,0.5,0.5,0.5,0.2,1.59,1.25,1,0.5,0.5,0.5
04/03/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/04/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/05/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
04/06/23 12:00,9.14,3.5,2.71,9.39,1.67,2.71,2.4300000000000002,1.1299999999999999,0.5,0.5,0.22,0.5,0.5,0.5,1.22,0.5,0.5,0.5,2.12,0.5,1.97,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.32,1.36,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.1200000000000001,0.5,0.5,0.5,0.5,0.27,3.43,2.14,0.5,0.5,0.5,0.5
